Pressure (atm),T_Plasma_Membrane,T_Peptidoglycan,T_Total
0.0,-0.0025322172984197765,0.015329758634152252,0.002604911628589217
0.032663316582914576,-0.004957674561259061,0.037330461138492886,0.02138494336661952
0.06532663316582915,0.010303105474682625,0.04374315221966452,0.03929874794305431
0.09798994974874371,-0.00035657086759419945,0.05080826787991093,0.051315087019876075
0.1306532663316583,-0.0035962454083851795,0.06914774634677145,0.07397786848756847
0.16331658291457288,-0.00623638527779638,0.07604975785619134,0.0829211451322507
0.19597989949748743,-0.008765675035615811,0.11026117432521809,0.10221839039205927
0.228643216080402,-0.02658994752338921,0.13937730191448525,0.11611489549013287
0.2613065326633166,-0.009082661423934211,0.16209185288176134,0.1453944920033628
0.29396984924623115,-0.010721875286625514,0.17650979949514412,0.15878456746547442
0.32663316582914576,-0.00011228798537364568,0.20237267729242192,0.17703729080353584
0.3592964824120603,0.010844174458652649,0.20020480870213567,0.19530218950286568
0.39195979899497485,0.005302438398239214,0.2184006977228251,0.21637239386249507
0.42462311557788945,0.013777112578986069,0.24635163742783528,0.22345531756983283
0.457286432160804,0.025260813623602975,0.26403295110267966,0.2450402571603537
0.48994974874371866,0.021336979188501273,0.27781246497082746,0.2593284673335679
0.5226130653266332,-0.001644550916575638,0.28788461171372,0.2722547400028407
0.5552763819095478,0.009867679898854025,0.3022274156215342,0.29630713139858317
0.5879396984924623,-0.007772271977619755,0.3131127784471033,0.3239772604698714
0.6206030150753769,-0.010358263968038928,0.3210891327560457,0.340602306876135
0.6532663316582915,-0.010011358398742875,0.3308706571184912,0.36463196977479584
0.6859296482412061,0.009915925367135873,0.36703544272144684,0.38404702827462844
0.7185929648241206,0.01861343459722229,0.38859858990464163,0.39791638901898174
0.7512562814070352,0.027408692321279182,0.4021661647214975,0.4083794931908289
0.7839195979899497,0.020890906279863883,0.42701681187799967,0.4337499934841682
0.8165829145728642,0.027858297949784602,0.4496741946829366,0.4507586874410303
0.8492462311557789,0.02882858247174045,0.4461845618337706,0.4712910783834763
0.8819095477386935,0.019639516599896937,0.45761186109712937,0.48901955506052586
0.914572864321608,0.013114721673562844,0.4845087788292348,0.5116839304504628
0.9472361809045226,0.016838380267827257,0.4961616607343011,0.5240684948270985
0.9798994974874373,0.01965921088755706,0.5194468853364897,0.5465599828408509
1.0125628140703518,0.021136694027827328,0.5460976907789413,0.5628235911125692
1.0452261306532664,0.020162113903355407,0.5736562615911528,0.5821573144997391
1.0778894472361809,0.029798043721847745,0.5762465536543369,0.5959459567711632
1.1105527638190955,0.034395790607000654,0.6017747620507748,0.6243026299864775
1.1432160804020102,0.015221304584926773,0.6222248217778412,0.6340704576237941
1.1758793969849246,0.021009802390183664,0.6260616638365633,0.6603126574822075
1.2085427135678393,0.026789795323354317,0.64541039616744,0.6763105663109503
1.2412060301507537,0.015829501128139134,0.6588376845576402,0.7048480453354196
1.2738693467336684,0.015641930755828728,0.6665479006005814,0.7166655468908778
1.306532663316583,0.012394959833882384,0.6703088318364288,0.7419923053762757
1.3391959798994975,0.007767193043563026,0.7010493034872115,0.7537163004633577
1.3718592964824121,0.0032732198290226196,0.7127807923996375,0.7746919807047332
1.4045226130653266,0.013315228843321349,0.7511356259565697,0.7925780933153463
1.4371859296482412,0.01975001512020688,0.7759228114866463,0.8084822058633967
1.4698492462311559,0.0287626666088603,0.793486586049216,0.8173885546974167
1.5025125628140703,0.0392615288743155,0.803803210553957,0.825692658334061
1.535175879396985,0.03873459847892385,0.8082373430692791,0.8349726854024422
1.5678391959798994,0.04727943640055486,0.8192411386068505,0.8466288537333292
1.600502512562814,0.03691336321172158,0.8245443986420536,0.8632826726540787
1.6331658291457285,0.049205891345860765,0.8561331700326948,0.8944655160615533
1.6658291457286432,0.029407678297621666,0.8642255466341102,0.9181302606772368
1.6984924623115578,0.03239385243361089,0.8939789092016746,0.9416970650643407
1.7311557788944723,0.023163904997718567,0.9046834742845601,0.9598195596284644
1.763819095477387,0.020264496915757848,0.9271305695258063,0.9773823066655428
1.7964824120603018,0.007443196178695106,0.9404016889434846,0.990661055904014
1.829145728643216,0.0031994171638874886,0.9611082054411938,1.013199365177162
1.8618090452261309,-0.005645366435154848,0.9648989011727317,1.0327642306600089
1.894472361809045,-0.003982408003950966,0.9868805233382448,1.0508218140650847
1.9271356783919598,-0.001876777835418314,0.995049534621403,1.0770548213640063
1.9597989949748746,0.0034329156843222854,1.0108498454661834,1.0919521949467768
1.9924623115577889,0.024284787798264547,1.0478203777817912,1.1024731129566543
2.0251256281407035,0.033314071083565315,1.0769404224793158,1.1265075422691135
2.057788944723618,0.027250024019575644,1.1007130836738035,1.148231399173893
2.090452261306533,0.035294560243480134,1.1153615676129305,1.1617868337514812
2.1231155778894473,0.044238402208692254,1.130998082481374,1.1868808604195569
2.1557788944723617,0.04297018801560973,1.1268165299682413,1.2046504072489381
2.1884422110552766,0.05861169936581585,1.1368024465379647,1.218241542672031
2.221105527638191,0.07377974557189297,1.1416286918273144,1.2323513931920451
2.2537688442211055,0.07181476768767854,1.168289637258751,1.2544760141568507
2.2864321608040203,0.07706565202804788,1.1958883415931845,1.2672239587515552
2.319095477386935,0.07646247040365906,1.2201946903943526,1.2942889037796919
2.351758793969849,0.0702954682160547,1.2356801301726632,1.3172993848798766
2.3844221105527637,0.07692101294728736,1.2503319459114166,1.3295113076436509
2.4170854271356785,0.07702986734424443,1.2690456241432448,1.3393613890821618
2.449748743718593,0.06314266403343453,1.27697697648794,1.3604520292305144
2.4824120603015074,0.05919471777288641,1.2850650642893473,1.3792713926767
2.5150753768844223,0.05287469674691501,1.3137729329101975,1.3829745718188358
2.5477386934673367,0.03763084124033472,1.3249696619731157,1.3977424205599724
2.580402010050251,0.04332238513585722,1.337635423614334,1.4164545288663741
2.613065326633166,0.043472491146654864,1.3364011477261124,1.4256004693497208
2.6457286432160805,0.04871995600472313,1.3571241463866677,1.4431784044810962
2.678391959798995,0.0418115115549209,1.3680999121834765,1.4696368450984156
2.71105527638191,0.04591707164478539,1.3963976017091984,1.4974858173521182
2.7437185929648242,0.029440869822033068,1.4143334785354293,1.522381148081486
2.7763819095477387,0.033632017727972995,1.437759478130094,1.5414529726102204
2.809045226130653,0.016051634201958594,1.4580187429753242,1.5573384370112833
2.841708542713568,0.025285651609053342,1.4630212455760458,1.5687368749017045
2.8743718592964824,0.0029285728796272672,1.4750232168410233,1.5896751713834223
2.907035175879397,0.013411496553359532,1.4953429665283764,1.59976931530383
2.9396984924623117,0.01158124546781157,1.5072961354697547,1.62123233906101
2.972361809045226,0.04206117365390019,1.5122062105365475,1.6444811210142742
3.0050251256281406,0.03627792866958309,1.552083872655333,1.6712092730843224
3.0376884422110555,0.06404828399607913,1.582854129649233,1.6875517728997735
3.07035175879397,0.06593875155552041,1.5917030360373399,1.7127080282964617
3.1030150753768844,0.06232880405989186,1.6237076855041348,1.7313256832995572
3.135678391959799,0.05411000517131144,1.6600984006885413,1.748175143501518
3.1683417085427137,0.06406228066796628,1.6603898243804036,1.7654392104269712
3.201005025125628,0.04817869729942198,1.6759285611479815,1.784930764622863
3.2336683417085426,0.04847023891806325,1.6878893494619325,1.7996023442425582
3.283919597989949,0.06663371675642243,1.7058873420791199,1.8325234808650472
3.3517587939698488,0.08774525277246031,1.7311800108204105,1.8657471035439006
3.419597989949749,0.11045256961595713,1.7625167806924715,1.9061664866482557
3.4874371859296485,0.14885202456938726,1.785081094151529,1.9452190086169343
3.5552763819095485,0.17092321970189933,1.8436156590528083,1.9851783925651796
3.623115577889447,0.21596666337641693,1.8735232642630528,2.01688862764753
3.6909547738693465,0.25766939088752877,1.9012522235994425,2.0652347523513126
3.758793969849246,0.30489375432129273,1.929969910710604,2.101551868123126
3.826633165829146,0.32726395399468783,1.953106580271793,2.1388406058648726
3.8944723618090458,0.37051614530130006,1.9714612295290785,2.1756156693466324
3.9623115577889454,0.3913464117033759,2.002746096789053,2.2241166759680837
4.030150753768844,0.4136235232814489,2.034877891867946,2.255379997941923
