Pressure_atm,Surface_Area_um2,Radius_um,Volume_um3,Volume_Change,Volume_Elasticity
0.0,15,1.0925484305920792,5.462742152960397,0.0,inf
0.0133779264214046,15,1.0925484305920792,5.462742152960397,0.0,inf
0.0267558528428093,15,1.0925484305920792,5.462742152960397,0.0,inf
0.040133779264214,15,1.0925484305920792,5.462742152960397,0.0,inf
0.0535117056856187,15,1.0925484305920792,5.462742152960397,0.0,inf
0.0668896321070234,15,1.0925484305920792,5.462742152960397,0.0,inf
0.0802675585284281,15,1.0925484305920792,5.462742152960397,0.0,inf
0.0936454849498327,15,1.0925484305920792,5.462742152960397,0.0,inf
0.1070234113712374,15,1.0925484305920792,5.462742152960397,0.0,inf
0.1204013377926421,15,1.0925484305920792,5.462742152960397,0.0,inf
0.1337792642140468,15,1.0925484305920792,5.462742152960397,0.0,inf
0.1471571906354515,15,1.0925484305920792,5.462742152960397,0.0,inf
0.1605351170568562,15,1.0925484305920792,5.462742152960397,0.0,inf
0.1739130434782608,15,1.0925484305920792,5.462742152960397,0.0,inf
0.1872909698996655,15,1.0925484305920792,5.462742152960397,0.0,inf
0.2006688963210702,15,1.0925484305920792,5.462742152960397,0.0,inf
0.2140468227424749,15,1.0925484305920792,5.462742152960397,0.0,inf
0.2274247491638795,15,1.0925484305920792,5.462742152960397,0.0,inf
0.2408026755852843,15,1.0925484305920792,5.462742152960397,0.0,inf
0.2541806020066889,15,1.0925484305920792,5.462742152960397,0.0,inf
0.2675585284280936,15,1.0925484305920792,5.462742152960397,0.0,inf
0.2809364548494983,15,1.0925484305920792,5.462742152960397,0.0,inf
0.294314381270903,15,1.0925484305920792,5.462742152960397,0.0,inf
0.3076923076923077,15,1.0925484305920792,5.462742152960397,0.0,inf
0.3210702341137124,15,1.0925484305920792,5.462742152960397,0.0,inf
0.334448160535117,15,1.0925484305920792,5.462742152960397,0.0,inf
0.3478260869565217,15,1.0925484305920792,5.462742152960397,0.0,inf
0.3612040133779264,15,1.0925484305920792,5.462742152960397,0.0,inf
